Type,Num,Heure,Destination,Information,Voie
Transilien,124653,17h53,PERSAN-BT.,,36
Transilien,124653,17h53,VIA VALMOND,,36
Transilien,125475,17h55,LUZARCHES,,31
Transilien,123535,17h56,PONTOISE,,35
Transilien,125091,17h58,SARCELLES,,30
Thalys,9373,17h58,BRUXELLES-M.,,9
Thalys,9473,17h58,ESSEN,,9
Transilien,124025,18h00,ST-LEU,,34
Intercités,12019,18h01,AMIENS,,10
Transilien,121581,18h01,CREPY,,32
TER,847911,18h04,ST-QUENTIN,,
TER,847439,18h05,BEAUVAIS,,
TER,848527,18h07,AMIENS,,
Transilien,124345,18h08,VALMONDOIS,,36
Transilien,125773,18h10,PERSAN-BT.,,31
Transilien,124345,18h08,VALMONDOIS,,36
Transilien,125773,18h10,PERSAN-BT.,,31
Eurostar,9051,18h13,LONDON,,
Transilien,124027,18h15,ST-LEU,,
,7271,18h16,TOURCOING,,
