Type,Num,Heure,Destination,Information,Voie
TGV,7435,16h22,ARRAS,SUPPRIMÉ,
Transilien,124639,16h23,PERSAN-BT.,,35
Transilien,124639,16h23,VIA VALMOND,,35
Transilien,125461,16h25,LUZARCHES,,32
Transilien,123493,16h26,PONTOISE,,36
Transilien,125073,16h28,SARCELLES,,31
Transilien,124013,16h30,ST-LEU,,33
TER,849927,16h31,LAON,,20
TER,847429,16h35,BEAUVAIS,,
Intercités,12313,16h37,MAUBEUGE,,16
Transilien,124329,16h38,VALMONDOIS,,36
Transilien,125759,16h40,PERSAN-BT.,,30
Transilien,123499,16h41,PONTOISE,,
Transilien,125075,16h43,SARCELLES,,
Transilien,121559,16h45,CREPY,,
Transilien,124015,16h45,ST-LEU,,
,7265,16h46,RANG DU FLIE,,
TER,847813,16h49,COMPIEGNE,,
TER,847813,16h49,COMPIEGNE,,
TGV,7137,16h52,VALENCIENNES,,
