Type,Num,Heure,Destination,Information,Voie
Transilien,125423,07h25,LUZARCHES,,31
Thalys,9409,07h25,BRUXELLES-M.,,8
Thalys,9309,07h25,AMSTERDAM,,8
Transilien,123423,07h26,PONTOISE,,35
Intercités,12005,07h28,AMIENS,Retard : 05 mn,
Transilien,125015,07h28,SARCELLES,,30
Transilien,124611,07h30,PERSAN-BT.,,34
TER,847601,07h31,CREIL,,17
TER,847407,07h35,BEAUVAIS,,21
Intercités,12301,07h37,MAUBEUGE,,15
Transilien,125723,07h40,PERSAN-BT.,,
Transilien,123427,07h41,PONTOISE,,
Transilien,125017,07h43,SARCELLES,,
,9009,07h43,LONDON ST P.,,
Transilien,124005,07h45,ST-LEU,,
,7513,07h46,BOULOGNE-V,,
,7511,07h46,DUNKERQUE,,
TER,847605,07h49,CREIL,,
,7305,07h52,DUNKERQUE,,
TGV,7105,07h52,VALENCIENNES,,
