Type,Num,Heure,Destination,Information,Voie
Transilien,123467,12h11,PONTOISE,,32
Transilien,121537,12h13,CREPY,,31
Transilien,125213,12h19,MONTSOULT-M.,,30
Thalys,9339,12h25,AMSTERDAM,,8
Transilien,124315,12h26,VALMONDOIS,,32
Intercités,12011,12h28,AMIENS,,15
Transilien,125743,12h34,PERSAN-BT.,,
Transilien,123469,12h41,PONTOISE,,
,9029,12h43,LONDON ST P.,,
TGV,7043,12h46,LILLE FLANDR,,
Transilien,125215,12h49,MONTSOULT-M.,,
TER,847807,12h49,COMPIEGNE,,
TGV,7321,12h52,DUNKERQUE,,
TGV,7121,12h52,VALENCIENNES,,
Thalys,9341,12h55,BRUXELLES-M.,,
Transilien,124629,12h56,PERSAN-BT.,,
Transilien,124629,12h56,VIA VALMOND,,
TER,847421,13h01,BEAUVAIS,,
Transilien,125449,13h04,LUZARCHES,,
Transilien,123471,13h11,PONTOISE,,
