Type,Num,Heure,Destination,Information,Voie
Intercités,12015,16h04,AMIENS,Retard : 10 mn,7
Transilien,121551,16h09,CREPY,,32
Transilien,125753,16h10,PERSAN-BT.,,30
Transilien,123485,16h11,PONTOISE,,36
Transilien,125069,16h13,SARCELLES,,21
Eurostar,9043,16h13,LONDON,,..
Transilien,124011,16h15,ST-LEU,,33
TGV,7061,16h16,LILLE FLANDR,,13
,7335,16h22,DUNKERQUE,,12
TGV,7435,16h22,ARRAS,SUPPRIMÉ,
Transilien,124639,16h23,PERSAN-BT.,,35
Transilien,124639,16h23,VIA VALMOND,,35
Transilien,125461,16h25,LUZARCHES,,32
Transilien,123493,16h26,PONTOISE,,36
Transilien,125073,16h28,SARCELLES,,31
Transilien,124013,16h30,ST-LEU,,33
TER,849927,16h31,LAON,,20
TER,847429,16h35,BEAUVAIS,,
Intercités,12313,16h37,MAUBEUGE,,
Transilien,124329,16h38,VALMONDOIS,,
