Type,Num,Heure,Destination,Information,Voie
Transilien,124623,09h56,PERSAN-BT.,,36
TER,847415,10h01,BEAUVAIS,,20
Transilien,125443,10h04,LUZARCHES,,30
Transilien,123459,10h11,PONTOISE,,34
,796063,10h13,VIDE,,32
Eurostar,9019,10h13,LONDON,,..
Transilien,125205,10h19,MONTSOULT-M.,,31
Thalys,9327,10h25,AMSTERDAM,,
Transilien,124311,10h26,VALMONDOIS,,
Transilien,125739,10h34,PERSAN-BT.,,
Intercités,12307,10h37,MAUBEUGE,,
Transilien,123461,10h41,PONTOISE,,
TGV,7033,10h46,LILLE FLANDR,,
Transilien,125207,10h49,MONTSOULT-M.,,
TER,847805,10h49,COMPIEGNE,,
TGV,7113,10h52,VALENCIENNES,,
Transilien,124625,10h56,PERSAN-BT.,,
TER,847417,11h01,BEAUVAIS,,
Transilien,125445,11h04,LUZARCHES,,
TER,848507,11h10,ST-JUST,,
