Type,Num,Heure,Destination,Information,Voie
Transilien,123457,09h41,PONTOISE,,34
TER,849915,09h55,LAON,,18
Transilien,124623,09h56,PERSAN-BT.,,36
Intercités,2009,09h58,BOULOGNE-V.,,17
TER,847415,10h01,BEAUVAIS,,20
Thalys,9425,10h01,BRUXELLES-M.,,7
Transilien,125443,10h04,LUZARCHES,,30
Transilien,123459,10h11,PONTOISE,,
,796063,10h13,VIDE,,
Eurostar,9019,10h13,LONDON,,..
Transilien,125205,10h19,MONTSOULT-M.,,
Thalys,9327,10h25,AMSTERDAM,,
Transilien,124311,10h26,VALMONDOIS,,
Transilien,125739,10h34,PERSAN-BT.,,
Intercités,12307,10h37,MAUBEUGE,,
Transilien,123461,10h41,PONTOISE,,
TGV,7033,10h46,LILLE FLANDR,,
Transilien,125207,10h49,MONTSOULT-M.,,
TER,847805,10h49,COMPIEGNE,,
TGV,7113,10h52,VALENCIENNES,,
