Type,Num,Heure,Destination,Information,Voie
Transilien,124021,17h30,ST-LEU,,34
Transilien,121575,17h31,CREPY,,33
TER,847435,17h35,BEAUVAIS,,20
Intercités,2315,17h37,CAMBRAI,,16
Transilien,124341,17h38,VALMONDOIS,,36
Transilien,125769,17h40,PERSAN-BT.,,31
Transilien,123527,17h41,PONTOISE,,35
Transilien,125087,17h43,SARCELLES,,30
Transilien,124023,17h45,ST-LEU,,34
,7569,17h46,RANG-DU-FLIE,,
,7269,17h46,DUNKERQUE,,
TER,847817,17h49,COMPIEGNE,,7
TER,849931,17h51,LAON,,18
TGV,7441,17h52,ARRAS,,
TGV,7141,17h52,VALENCIENNES,,
Transilien,124653,17h53,PERSAN-BT.,,
Transilien,124653,17h53,VIA VALMOND,,
Transilien,125475,17h55,LUZARCHES,,
Transilien,123535,17h56,PONTOISE,,
Transilien,125091,17h58,SARCELLES,,
