Type,Num,Heure,Destination,Information,Voie
Transilien,123469,12h41,PONTOISE,,32
,9029,12h43,LONDON ST P.,,..
TGV,7043,12h46,LILLE FLANDR,,12
Transilien,125215,12h49,MONTSOULT-M.,,30
TER,847807,12h49,COMPIEGNE,,17
TGV,7321,12h52,DUNKERQUE,,9
TGV,7121,12h52,VALENCIENNES,,9
Thalys,9341,12h55,BRUXELLES-M.,,8
Transilien,124629,12h56,PERSAN-BT.,,32
Transilien,124629,12h56,VIA VALMOND,,32
TER,847421,13h01,BEAUVAIS,,
Transilien,125449,13h04,LUZARCHES,,
Transilien,123471,13h11,PONTOISE,,
Eurostar,9031,13h13,LONDON,,
,7045,13h16,LILLE FLANDR,,
Transilien,125217,13h19,MONTSOULT-M.,,
Transilien,124317,13h26,VALMONDOIS,,
TER,849921,13h26,LAON,,
Transilien,125745,13h34,PERSAN-BT.,,
Transilien,123473,13h41,PONTOISE,,
