Type,Num,Heure,Destination,Information,Voie
TGV,7288,20h14,DUNKERQUE-V.,ARRIVÉ,13
TER,847842,20h32,COMPIEGNE,,
TER,847842,20h32,COMPIEGNE,,
Thalys,9476,20h35,BRUXELLES,Retard : 20 mn,9
,7290,20h41,BOULOGNE-V.,,14
TER,849944,20h42,LAON,,20
Eurostar,9044,20h47,LONDON,,4
Eurostar,9044,20h47,ST PANCRAS,,4
TER,847914,20h53,ST-QUENTIN,,
TGV,7154,21h08,VALENCIENNES,,
Eurostar,9046,21h17,LONDON,,
Eurostar,9046,21h17,ST PANCRAS,,
TER,847454,21h27,BEAUVAIS,,
Intercités,12034,21h32,AMIENS,,
Thalys,9382,21h38,AMSTERDAM,,
TER,847830,21h41,COMPIEGNE,,
,9048,21h47,LONDON,,
,9048,21h47,ST PANCRAS,,
Intercités,12332,21h53,MAUBEUGE,,
TER,849946,21h58,LAON,,
