Type,Num,Heure,Destination,Information,Voie
Eurostar,9022,14h47,LONDON,ARRIVÉ,4
Eurostar,9022,14h47,ST PANCRAS,ARRIVÉ,4
TER,847432,14h57,BEAUVAIS,,18
TGV,7254,15h14,CALAIS-VILLE,,
Intercités,12318,15h23,ST-QUENTIN,,
TER,849930,15h42,LAON,,
Eurostar,9024,15h47,LONDON,,
Eurostar,9024,15h47,ST PANCRAS,,
TER,847434,15h57,BEAUVAIS,,
Thalys,9448,15h59,ESSEN,,
TGV,7136,16h08,VALENCIENNES,,
TGV,7336,16h08,DUNKERQUE-V.,,
TER,847616,16h11,CREIL,,
TGV,7058,16h14,LILLE FLANDR,,
TER,848522,16h32,AMIENS,,
Thalys,9452,16h35,BRUXELLES,,
Thalys,9352,16h35,AMSTERDAM,,
,9028,16h47,LONDON,,
,9028,16h47,ST PANCRAS,,
Intercités,2022,16h56,BOULOGNE-V.,,
