Type,Num,Heure,Destination,Information,Voie
Intercités,12332,21h53,MAUBEUGE,Retard : 01 h 15 mn,15
TGV,7356,22h08,DUNKERQUE-V.,ARRIVÉ,12
Eurostar,9050,22h17,LONDON,ARRIVÉ,3
Eurostar,9050,22h17,ST PANCRAS,ARRIVÉ,3
Thalys,9488,22h35,BRUXELLES,,
Thalys,9388,22h35,AMSTERDAM,,
TGV,7096,22h38,LILLE FLANDR,,
TER,849950,22h57,LAON,,
Eurostar,9054,23h17,LONDON,,
Eurostar,9054,23h17,ST PANCRAS,,
TER,848536,23h32,BRETEUIL-EMB,,
TER,847412,07h43,BEAUVAIS,,
TGV,7406,07h44,LILLE FLANDR,,
TGV,7206,07h44,TOURCOING,,
TER,848506,07h50,AMIENS,,
TER,847904,07h53,ST-QUENTIN,,
TER,848510,08h32,AMIENS,,
TER,847918,08h50,ST-QUENTIN,,
TER,849910,08h50,LAON,,
TER,847418,08h57,BEAUVAIS,,
