Type,Numéro,Destination,Horaire
Transilien,RER B,Massy Palaiseau RER,08h53
Transilien,RER D,Orry la Ville-Coye,08h53
Transilien,RER B,Aéroport Charles-de-Gaulle 2,08h54
Transilien,RER E,Haussmann Saint-Lazare,08h54
Transilien,25437,Luzarches,08h55
Transilien,RER B,Laplace,08h56
Transilien,23453,Pontoise,08h56
Transilien,RER D,Melun,08h57
Transilien,RER B,La Plaine-Stade-de-France,08h57
Transilien,RER E,Villiers sur Marne-Le Plessis-Trévise,08h57
Transilien,25035,Sarcelles Saint-Brice,08h58
Transilien,RER D,Villiers le Bel-Gonesse,08h58
Intercités,12305,Saint-Quentin,09h07
TER,48505,Amiens,09h10
TER,49915,Laon,09h55
Intercités,2009,Boulogne-Ville,09h58
TER,47415,Beauvais,10h01
Intercités,12307,Maubeuge,10h37
TER,47805,Compiègne,10h49
TER,48507,Saint-Just en Chaussée,11h10
TER,47609,Creil,12h10
